YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,PALM_OIL_EQUIVALENT_TONNES
2016,COLOMBIA,ADUANAS DE BARRANQUI,C I ACEPALMA S A,C I ACEPALMA S A,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,GERMANY,EUROPEAN UNION,Palm oil equivalents,1577006.88,3000.679
2013,COLOMBIA,ADUANAS DE BARRANQUI,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL AMERICAS INC,CARGILL,CANADA,CANADA,Palm oil equivalents,66490.88,49.9621052631579
2013,COLOMBIA,ADUANAS DE BARRANQUI,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL AMERICAS INC,CARGILL,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,5075524.3,6156.95926315789
2018,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y ACEITES VEGETALES LTD,GRASAS Y ACEITES VEGETALES LTD,INKA CROPS S A,INKA CROPS S A,PERU,PERU,Palm oil equivalents,36550.2,45.178947368421
2013,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y ACEITES VEGETALES LTD,GRASAS Y ACEITES VEGETALES LTD,NATHAN FOODS CORP,NATHAN FOODS CORP,PANAMA,PANAMA,Palm oil equivalents,499245.44,315.498947368421
2014,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,AUSTRALIA,AUSTRALIA,Palm oil equivalents,9633.6,9.09473684210526
2014,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,COLOMBIA,COLOMBIA,Palm oil equivalents,200043.8,84.2289684210526
2014,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,JAPAN,JAPAN,Palm oil equivalents,24865,13.2631578947368
2014,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,94682.2,89.6115789473684
2013,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,ESPALSA S A,ESPALSA S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,67467.38,58.6421052631579
2017,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,ESPALSA S A,ESPALSA S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,21087.55,26.3210526315789
2014,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,OBM PROD INC,OBM PROD INC,PUERTO RICO,PUERTO RICO,Palm oil equivalents,37615.32,29.1336842105263
2013,COLOMBIA,ADUANAS DE BARRANQUI,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,UNILEVER CARIBBEAN LTD,UNILEVER CARIBBEAN LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Palm oil equivalents,26247.9,21.2526315789474
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,ADM INCA S A C,ADM,PERU,PERU,Palm oil equivalents,102398.05,88.8968421052631
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,BAKERY CHOTELAL,BAKERY CHOTELAL,SURINAME,SURINAME,Palm oil equivalents,22283.1,19.3378947368421
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,CARGILL BV,CARGILL,MEXICO,MEXICO,Palm oil equivalents,326220.12,400.167
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,ECUAQUIMICA C A,ECUAQUIMICA C A,MEXICO,MEXICO,Palm oil equivalents,1013899.38,987.827473684211
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,MEXICO,MEXICO,Palm oil equivalents,1490150.46,1719.45173684211
2013,COLOMBIA,ADUANAS DE BARRANQUI,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,WATTS S A,WATTS S A,CHILE,CHILE,Palm oil equivalents,654788.33,568.401052631579
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,COLOMBIA,COLOMBIA,Palm oil equivalents,578494.58,246.833589473684
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,BOLIVIA,BOLIVIA,Palm oil equivalents,144310.18,213.440526315789
2013,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,COLOMBINA DEL CAUCA S A,COLOMBINA DEL CAUCA S A,BELGIUM,EUROPEAN UNION,Palm oil equivalents,27799.2,25.0105263157895
2013,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,COLOMBINA DEL CAUCA S A,COLOMBINA DEL CAUCA S A,COLOMBIA,COLOMBIA,Palm oil equivalents,41207.38,30.9473684210526
2013,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,COLOMBINA DEL CAUCA S A,COLOMBINA DEL CAUCA S A,GERMANY,EUROPEAN UNION,Palm oil equivalents,27799.2,25.0105263157895
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,AUSTRALIA,AUSTRALIA,Palm oil equivalents,365324.68,528.029473684211
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,BELGIUM,EUROPEAN UNION,Palm oil equivalents,29455,43.9578947368421
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,GERMANY,EUROPEAN UNION,Palm oil equivalents,74014.2,114.789473684211
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,JAPAN,JAPAN,Palm oil equivalents,20707,13.2631578947368
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Palm oil equivalents,9,0.0947368421052631
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,AUSTRALIA,AUSTRALIA,Palm oil equivalents,129291,146
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,CANADA,CANADA,Palm oil equivalents,16020,18.9473684210526
2014,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Palm oil equivalents,95372.14,92.178947368421
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Palm oil equivalents,26181.44,22.1052631578947
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,UNITED STATES,UNITED STATES,Palm oil equivalents,142679.7,167.726315789474
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS CHILE S A,TEAM FOODS CHILE S A,CHILE,CHILE,Palm oil equivalents,103614.21,78.2951578947368
2015,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,UNILEVER CARIBBEAN LTD,UNILEVER CARIBBEAN LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Palm oil equivalents,23739.88,21.2526315789474
2016,COLOMBIA,ADUANAS DE BARRANQUI,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,UNILEVER CARIBBEAN LTD,UNILEVER CARIBBEAN LTD,TRINIDAD AND TOBAGO,TRINIDAD AND TOBAGO,Palm oil equivalents,19402.48,21.1263157894737
2013,COLOMBIA,ADUANAS DE CALI,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,FORTINBRAS CIAL E INDL LTD,DOMESTIC CONSUMPTION,AUSTRALIA,AUSTRALIA,Palm oil equivalents,48522.2,45.2
2013,COLOMBIA,ADUANAS DE CALI,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,FORTINBRAS CIAL E INDL LTD,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Palm oil equivalents,1530.32,0.197894736842105
2013,COLOMBIA,ADUANAS DE CALI,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,FORTINBRAS CIAL E INDL LTD,DOMESTIC CONSUMPTION,UNITED STATES,UNITED STATES,Palm oil equivalents,21065.6,19.1157894736842
2018,COLOMBIA,ADUANAS DE CUCUTA,EMPAQUETADORA DEL NORTE S A S,EMPAQUETADORA DEL NORTE S A S,CIA ARGENTINA DE LEVADURAS S A,CIA ARGENTINA DE LEVADURAS S A,NORTH KOREA,NORTH KOREA,Palm oil equivalents,13680298.97,23668.992
2018,COLOMBIA,ADUANAS DE CUCUTA,EMPAQUETADORA DEL NORTE S A S,EMPAQUETADORA DEL NORTE S A S,CIALZDORA LUBEN,CIALZDORA LUBEN,NORTH KOREA,NORTH KOREA,Palm oil equivalents,10154162.52,15674.8156315789
2018,COLOMBIA,ADUANAS DE CUCUTA,EMPAQUETADORA DEL NORTE S A S,EMPAQUETADORA DEL NORTE S A S,EMPRESA DE DISTRIBUCION DE PRODS E INSUMOS VENEZUELA PRO,EMPRESA DE DISTRIBUCION DE PRODS E INSUMOS VENEZUELA PRO,NORTH KOREA,NORTH KOREA,Palm oil equivalents,273313.42,268.983157894737
2018,COLOMBIA,ADUANAS DE CUCUTA,EMPAQUETADORA DEL NORTE S A S,EMPAQUETADORA DEL NORTE S A S,FB FOODS LLC C A,FB FOODS LLC C A,NORTH KOREA,NORTH KOREA,Palm oil equivalents,277442.13,293.255789473684
2018,COLOMBIA,ADUANAS DE MEDELLIN,BIOPLANTA PALMERA PARA EL DESARROLLO S A,BIOPLANTA PALMERA PARA EL DESARROLLO S A,FRANCO PINALES Y ASOCIADOS,FRANCO PINALES Y ASOCIADOS,SPAIN,EUROPEAN UNION,Palm oil equivalents,264806.12,315.683157894737
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ARGENTINA,ARGENTINA,Palm oil equivalents,729412.72,998.961736842105
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,INDUSTRIAS XHARA LTDA,INDUSTRIAS XHARA LTDA,ARGENTINA,ARGENTINA,Palm oil equivalents,3389560.97,5059.22684210526
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,INGENIERIA E INVS BEJOS LTD,DOMESTIC CONSUMPTION,ARGENTINA,ARGENTINA,Palm oil equivalents,2462337.34,3546.08936842105
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,ARGENTINA,ARGENTINA,Palm oil equivalents,12263896.97,16818.0314736842
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,ITHACA COMPANY PANAMA S A,ITHACA COMPANY PANAMA S A,ARGENTINA,ARGENTINA,Palm oil equivalents,986695.16,1367.23476842105
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,JI MEI CHINA LOGISTICS LTD,DOMESTIC CONSUMPTION,ARGENTINA,ARGENTINA,Palm oil equivalents,1053179.44,1232.54778947368
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,PALSGAARO IND DE MEXICO S DE R L DE C V,DOMESTIC CONSUMPTION,ARGENTINA,ARGENTINA,Palm oil equivalents,96182.86,123.205263157895
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,RAZZO LTD,RAZZO LTD,ARGENTINA,ARGENTINA,Palm oil equivalents,148476.5,180.947368421053
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,RIS SA,RIS SA,ARGENTINA,ARGENTINA,Palm oil equivalents,81637.09,112.515789473684
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Palm oil equivalents,265376539.71,403596.787557895
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,TEAM FOODS MEXICO S A DE C V,DOMESTIC CONSUMPTION,ARGENTINA,ARGENTINA,Palm oil equivalents,550200,840
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,TNA NORTH AMERICA,TNA NORTH AMERICA,ARUBA,ARUBA,Palm oil equivalents,50,0.0631578947368421
2016,COLOMBIA,ADUANAS DE MEDELLIN,COMPANIA DE GALLETAS NOEL SA,COMPANIA DE GALLETAS NOEL SA,WILMAR SUGAR BRASIL COM LTD,DOMESTIC CONSUMPTION,ARGENTINA,ARGENTINA,Palm oil equivalents,3527544.62,4685.00178947368
2014,COLOMBIA,BOGOTA,C I ACEPALMA S A,C I ACEPALMA S A,ECUAQUIMICA C A,ECUAQUIMICA C A,ARGENTINA,ARGENTINA,Palm oil equivalents,480276.71,195.328557894737
2014,COLOMBIA,BOGOTA,C I ACEPALMA S A,C I ACEPALMA S A,ECUAQUIMICA C A,ECUAQUIMICA C A,CANADA,CANADA,Palm oil equivalents,127211.4,105.663157894737
2014,COLOMBIA,BOGOTA,C I ACEPALMA S A,C I ACEPALMA S A,ESPALSA S A,ESPALSA S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,358685.58,338.805263157895
2014,COLOMBIA,BOGOTA,C I ACEPALMA S A,C I ACEPALMA S A,ESPALSA S A,ESPALSA S A,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,1459949.09,1318.95821052632
2014,COLOMBIA,BOGOTA,C I ACEPALMA S A,C I ACEPALMA S A,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,GUYANA,GUYANA,Palm oil equivalents,58547.32,60.86
2014,COLOMBIA,BOGOTA,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,TRIANGULO ALIMENTOS LTD,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Palm oil equivalents,929916.19,730.983084210526
2015,COLOMBIA,BOGOTA,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,CIA INTL DE ALIMENTOS S A,CIA INTL DE ALIMENTOS S A,BOLIVIA,BOLIVIA,Palm oil equivalents,72214.43,62.1052631578947
2014,COLOMBIA,BOGOTA,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,MAYS CHEMICAL CO OF PUERTO RICO INC,DOMESTIC CONSUMPTION,GUYANA,GUYANA,Palm oil equivalents,971696.6,439.832315789474
2015,COLOMBIA,BOGOTA,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,MAYS CHEMICAL CO OF PUERTO RICO INC,DOMESTIC CONSUMPTION,PUERTO RICO,PUERTO RICO,Palm oil equivalents,57.78,0.0505263157894737
2014,COLOMBIA,BOGOTA,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,CIALZDORA INTL SANTANDEREANA DE ACEITES S A S,VECO ENTERPRISES GROUP LLC,VECO ENTERPRISES GROUP LLC,GUYANA,GUYANA,Palm oil equivalents,974211.29,875.199578947368
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,BAKERY CHOTELAL,BAKERY CHOTELAL,SURINAME,SURINAME,Palm oil equivalents,5255210.23,5529.75957894737
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL BV,CARGILL,ISRAEL,ISRAEL,Palm oil equivalents,3418138.99,2858.91687368421
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL DE MEXICO S A DE C V,CARGILL,BRAZIL,BRAZIL,Palm oil equivalents,4966476.51,5637.83908421053
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL DE MEXICO S A DE C V,CARGILL,ISRAEL,ISRAEL,Palm oil equivalents,292432.52,179.465221052632
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARIBBEAN BAKERY SUPPLIES NV,CARIBBEAN BAKERY SUPPLIES NV,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,10901035.34,10559.2449789474
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,ISRAEL,ISRAEL,Palm oil equivalents,16091269.87,15516.9119473684
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,DOMINGO RIJO C X A,DOMINGO RIJO C X A,PARAGUAY,PARAGUAY,Palm oil equivalents,817949.93,414.503536842105
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,EMPRESAS Y NUINA INC,DOMESTIC CONSUMPTION,PARAGUAY,PARAGUAY,Palm oil equivalents,35195.91,25.3761157894737
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,GEORGALOS HNOS SAICA,GEORGALOS HNOS SAICA,PARAGUAY,PARAGUAY,Palm oil equivalents,15442856.7,16871.3490631579
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,JOHNSON AND JOHNSON DE ARGENTINA S A COM E IND,DOMESTIC CONSUMPTION,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,13675121.76,14411.6021157895
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,LA FABRIL S A,LA FABRIL S A,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,1900058.88,2000.062
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,8306439.04,9534.18105263158
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,M DIAS BRANCO S A E CIO DE ALIMENTOS,M DIAS BRANCO S A E CIO DE ALIMENTOS,SPAIN,EUROPEAN UNION,Palm oil equivalents,16833536.68,18467.4270421053
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,PARALEVA SA,PARALEVA SA,PARAGUAY,PARAGUAY,Palm oil equivalents,24282492.01,26769.6597684211
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,PASTERNAK BAUM AND CO INC,PASTERNAK BAUM AND CO INC,BRAZIL,BRAZIL,Palm oil equivalents,11750686.06,14077.3273157895
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,TRIANGULO ALIMENTOS LTD,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Palm oil equivalents,1543751.3,1637.84867368421
2014,COLOMBIA,BOGOTA,C I BIOCOSTA S A,C I BIOCOSTA S A,WILMAR EUROPE TRADING B V,WILMAR EUROPE TRADING B V,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,9280643.09,8640.86036842105
2013,COLOMBIA,BOGOTA,C I C L R GLOBALES LTDA,C I C L R GLOBALES LTDA,CASA MENDEZ N V,CASA MENDEZ N V,ARGENTINA,ARGENTINA,Palm oil equivalents,3532121.08,3568.07313684211
2013,COLOMBIA,BOGOTA,C I C L R GLOBALES LTDA,C I C L R GLOBALES LTDA,CHOCOLATES INDLS S A,CHOCOLATES INDLS S A,ARGENTINA,ARGENTINA,Palm oil equivalents,7699291.07,9088.55262105263
2013,COLOMBIA,BOGOTA,C I C L R GLOBALES LTDA,C I C L R GLOBALES LTDA,DAABON ORGANIC JAPAN CO LTD,DAABON ORGANIC JAPAN CO LTD,ARGENTINA,ARGENTINA,Palm oil equivalents,27765.28,22.2631578947368
