YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,PALM_OIL_EQUIVALENT_TONNES
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,291753.7,309.631578947368
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,ARUBA,ARUBA,Palm oil equivalents,11786.6,11.1252631578947
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,AUSTRALIA,AUSTRALIA,Palm oil equivalents,24774,28.1052631578947
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,BELGIUM,EUROPEAN UNION,Palm oil equivalents,94117.5,95.3157894736842
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,COLOMBIA,COLOMBIA,Palm oil equivalents,8428466.12,13526.6562631579
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,SAO BUSINESS INTL S A,SAO BUSINESS INTL S A,BELGIUM,EUROPEAN UNION,Palm oil equivalents,70488,74.9473684210526
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,TEAM FOODS CHILE S A,TEAM FOODS CHILE S A,BELGIUM,EUROPEAN UNION,Palm oil equivalents,508771.38,656.75252631579
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,VECO ENTERPRISES GROUP LLC,VECO ENTERPRISES GROUP LLC,JAMAICA,JAMAICA,Palm oil equivalents,75416.63,90.4568421052631
2018,COLOMBIA,IPIALES,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,WATTS S A,WATTS S A,COLOMBIA,COLOMBIA,Palm oil equivalents,529358.78,708.875473684211
2015,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,BANN QUIMICA LTD,DOMESTIC CONSUMPTION,ECUADOR,ECUADOR,Palm oil equivalents,111027.34,50.7877684210526
2015,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,CARIBBEAN BAKERY SUPPLIES NV,CARIBBEAN BAKERY SUPPLIES NV,CURACAO,CURACAO,Palm oil equivalents,10583422.57,12954.3744842105
2016,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,LANSEY S A,LANSEY S A,ECUADOR,ECUADOR,Palm oil equivalents,1410.93,0.0378947368421053
2015,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,M DIAS BRANCO S A E CIO DE ALIMENTOS,M DIAS BRANCO S A E CIO DE ALIMENTOS,CURACAO,CURACAO,Palm oil equivalents,2082830.3,3118.47018947368
2015,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,MERCASID S A,MERCASID S A,ARGENTINA,ARGENTINA,Palm oil equivalents,2246767.32,3310.15347368421
2015,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,ARGENTINA,ARGENTINA,Palm oil equivalents,2665751.62,4213.51621052632
2016,COLOMBIA,IPIALES,RECAMIER S A,RECAMIER S A,WILMAR EUROPE TRADING B V,WILMAR EUROPE TRADING B V,ECUADOR,ECUADOR,Palm oil equivalents,4034008.5,7525.012
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,BIO OILS HUELVA S L U,BIO OILS HUELVA S L U,ISRAEL,ISRAEL,Palm oil equivalents,36226023.88,61124.6897157895
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,CASA MENDEZ N V,CASA MENDEZ N V,ISRAEL,ISRAEL,Palm oil equivalents,7166187.11,10514.8154947368
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,CESAR IGLESIAS S A,DOMESTIC CONSUMPTION,ISRAEL,ISRAEL,Palm oil equivalents,14055672.08,26281.5438421053
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,C I FONCAR C A,C I FONCAR C A,ISRAEL,ISRAEL,Palm oil equivalents,5795950.26,8681.05135789474
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,DOMINGO RIJO C X A,DOMINGO RIJO C X A,PARAGUAY,PARAGUAY,Palm oil equivalents,6364207.21,11775.8749473684
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ARUBA,ARUBA,Palm oil equivalents,32846.88,32.3726315789474
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,ESPECIAS Y ADITIVOS ALIMENTARIOS S A,PARAGUAY,PARAGUAY,Palm oil equivalents,16651461.78,28945.4861473684
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,LA FABRIL S A,LA FABRIL S A,PARAGUAY,PARAGUAY,Palm oil equivalents,982353.27,1234.45736842105
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,LUNYSOL S A,LUNYSOL S A,URUGUAY,URUGUAY,Palm oil equivalents,289917000.7,440426.464563158
2015,COLOMBIA,IPIALES,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,PARALEVA SA,PARALEVA SA,PARAGUAY,PARAGUAY,Palm oil equivalents,2203263.35,3479.89342105263
2013,COLOMBIA,IPIALES,SUPERTIENDAS CANAVERAL S A,SUPERTIENDAS CANAVERAL S A,LA FABRIL S A,LA FABRIL S A,ECUADOR,ECUADOR,Palm oil equivalents,36760,28.3684210526316
2018,COLOMBIA,IPIALES,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,FERRERO DEL ECUADOR S A,FERRERO,CHILE,CHILE,Palm oil equivalents,20900,14.7368421052632
2018,COLOMBIA,IPIALES,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,FERRERO DEL ECUADOR S A,FERRERO,JAMAICA,JAMAICA,Palm oil equivalents,9115820.75,13582.2289473684
2018,COLOMBIA,IPIALES,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,MIGUEL MARITANO IND DE JABONES SA,MIGUEL MARITANO IND DE JABONES SA,CHILE,CHILE,Palm oil equivalents,369031.85,442.335368421053
2018,COLOMBIA,IPIALES,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,S C I BOLIVARIANA DE NEGOCIOS C A,S C I BOLIVARIANA DE NEGOCIOS C A,CHILE,CHILE,Palm oil equivalents,336310.9,369.694736842105
2018,COLOMBIA,IPIALES,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS CHILE S A,TEAM FOODS CHILE S A,CHILE,CHILE,Palm oil equivalents,298841.5,393.115157894737
2016,COLOMBIA,MAICAO,ALCANCE OPERADOR LOGISTICO S A S,ALCANCE OPERADOR LOGISTICO S A S,EASYBUY USA CORP,EASYBUY USA CORP,PANAMA,PANAMA,Palm oil equivalents,20470,24.2105263157895
2016,COLOMBIA,MAICAO,ALCANCE OPERADOR LOGISTICO S A S,ALCANCE OPERADOR LOGISTICO S A S,ESPALSA S A,ESPALSA S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,282979.65,454.756315789474
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,CORP DE ALIMENTOS MULTILIDER C A,CORP DE ALIMENTOS MULTILIDER C A,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,6322766.64,9083.19689473684
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,GOLDEN AGRI INTL PTE LTD,GOLDEN AGRI INTL PTE LTD,BOLIVIA,BOLIVIA,Palm oil equivalents,16877914.82,26116.2724736842
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,BOLIVIA,BOLIVIA,Palm oil equivalents,334838.16,517.722736842105
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,RAZZO LTD,RAZZO LTD,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,89352.39,108.294736842105
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,RIS SA,RIS SA,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,135157.95,186.873684210526
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,SOC IND Y CIAL LA FRANCESA S A,SOC IND Y CIAL LA FRANCESA S A,BOLIVIA,BOLIVIA,Palm oil equivalents,868228.35,980.621052631579
2018,COLOMBIA,MAICAO,ALL IN ONE HOLDING CORP S A S,ALL IN ONE HOLDING CORP S A S,YERUVA S A,YERUVA S A,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,85085.35,103.610526315789
2017,COLOMBIA,MAICAO,CARGILL DE COLOMBIA LTDA,CARGILL,AMCOR INVESTMENTS LTD,AMCOR INVESTMENTS LTD,GREECE,EUROPEAN UNION,Palm oil equivalents,389092328.41,568803.042568421
2017,COLOMBIA,MAICAO,CARGILL DE COLOMBIA LTDA,CARGILL,LIPIDOS DE S ANTIGA S A,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,7048341.19,10160.9918421053
2015,COLOMBIA,MAICAO,C I ACEPALMA S A,C I ACEPALMA S A,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,GUYANA,GUYANA,Palm oil equivalents,956150.97,696.428821052632
2015,COLOMBIA,MAICAO,C I ACEPALMA S A,C I ACEPALMA S A,WATTS S A,WATTS S A,GUYANA,GUYANA,Palm oil equivalents,70287.92,91.0052631578947
2015,COLOMBIA,MAICAO,C I ALIANZA COL S A S,C I ALIANZA COL S A S,CARIBBEAN CIAL TRADING COR,DOMESTIC CONSUMPTION,VENEZUELA,VENEZUELA,Palm oil equivalents,168216,146.505263157895
2017,COLOMBIA,MAICAO,CIALZDORA ASOPALMAR S A S,CIALZDORA ASOPALMAR S A S,GREEN OIL GROUP,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,487774.14,657.946157894737
2015,COLOMBIA,MAICAO,C I BIOCOSTA S A,C I BIOCOSTA S A,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,VENEZUELA,VENEZUELA,Palm oil equivalents,1935206.13,2696.97469473684
2016,COLOMBIA,MAICAO,C I BIOCOSTA S A,C I BIOCOSTA S A,MIGUEL MARITANO IND DE JABONES SA,MIGUEL MARITANO IND DE JABONES SA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,164958.88,254.049473684211
2017,COLOMBIA,MAICAO,C I CARBONES Y FRUITS DEL CARIBE S A S,C I CARBONES Y FRUITS DEL CARIBE S A S,CESAR IGLESIAS S A,DOMESTIC CONSUMPTION,HAITI,HAITI,Palm oil equivalents,66825,105.531578947368
2017,COLOMBIA,MAICAO,C I CARBONES Y FRUITS DEL CARIBE S A S,C I CARBONES Y FRUITS DEL CARIBE S A S,DOMINGO RIJO S A,DOMINGO RIJO S A,HAITI,HAITI,Palm oil equivalents,3816241.45,6213.62342105263
2017,COLOMBIA,MAICAO,C I CARBONES Y FRUITS DEL CARIBE S A S,C I CARBONES Y FRUITS DEL CARIBE S A S,SUCHIATE Y SOCONUSCO INTL S A DE C V,DOMESTIC CONSUMPTION,HAITI,HAITI,Palm oil equivalents,688410.76,954.810210526316
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,BALTIMAR S A R L,BALTIMAR S A R L,MOROCCO,MOROCCO,Palm oil equivalents,10251086.21,15944.2896315789
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,BIOPOWER SARDEGNA S R L,BIOPOWER SARDEGNA S R L,ITALY,EUROPEAN UNION,Palm oil equivalents,3841654.55,5982.09136842105
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,FERRERO DEL ECUADOR S A,FERRERO,VENEZUELA,VENEZUELA,Palm oil equivalents,18665,13.1578947368421
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,ITHACA COMPANY PANAMA S A,ITHACA COMPANY PANAMA S A,VENEZUELA,VENEZUELA,Palm oil equivalents,203808.28,199
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,TRANSP SACA 2012 C A,DOMESTIC CONSUMPTION,VENEZUELA,VENEZUELA,Palm oil equivalents,5598053.78,7429.76631578947
2017,COLOMBIA,MAICAO,C I INVS GROUP KAIROS S A S,C I INVS GROUP KAIROS S A S,VECO ENTERPRISES GROUP LLC,VECO ENTERPRISES GROUP LLC,VENEZUELA,VENEZUELA,Palm oil equivalents,20160,24.0642105263158
2017,COLOMBIA,MAICAO,C I PRODMERCAR LTD,C I PRODMERCAR LTD,A AZEVEDO IND E COM DE OLEOS LTDA,A AZEVEDO IND E COM DE OLEOS LTDA,BOLIVIA,BOLIVIA,Palm oil equivalents,17019148.16,26937.6688421053
2017,COLOMBIA,MAICAO,C I PRODMERCAR LTD,C I PRODMERCAR LTD,ADM AMERICAS S DE R L,ADM,BOLIVIA,BOLIVIA,Palm oil equivalents,1766902.6,2536.55021052632
2017,COLOMBIA,MAICAO,C I PRODMERCAR LTD,C I PRODMERCAR LTD,BODEGON SANTA MARIA C A,BODEGON SANTA MARIA C A,BOLIVIA,BOLIVIA,Palm oil equivalents,8612644.12,14113.9710526316
2017,COLOMBIA,MAICAO,C I PRODMERCAR LTD,C I PRODMERCAR LTD,JOSE GUMA SA,JOSE GUMA SA,BOLIVIA,BOLIVIA,Palm oil equivalents,11337544.8,18632.9081578947
2015,COLOMBIA,MAICAO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,COMERCIAL CERRILLOS,COMERCIAL CERRILLOS,VENEZUELA,VENEZUELA,Palm oil equivalents,71458.92,84.5684210526316
2017,COLOMBIA,MAICAO,COLGATE PALMOLIVE CIA,COLGATE PALMOLIVE CIA,INDL DANEC S A,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,92246.2,105.357894736842
2017,COLOMBIA,MAICAO,DEL LLANO ALTO OLEICO S A S,DEL LLANO ALTO OLEICO S A S,AVEX SA,AVEX SA,MOROCCO,MOROCCO,Palm oil equivalents,16422188.26,24952.2823157895
2017,COLOMBIA,MAICAO,DEL LLANO ALTO OLEICO S A S,DEL LLANO ALTO OLEICO S A S,BREJEIRO PRODS ALIM ORLANDIA S A COM E IND,DOMESTIC CONSUMPTION,MOROCCO,MOROCCO,Palm oil equivalents,22127379.35,32945.4815789474
2017,COLOMBIA,MAICAO,DEL LLANO ALTO OLEICO S A S,DEL LLANO ALTO OLEICO S A S,DIST DE ALIMENTOS GLOBE ITALIA LTD,DOMESTIC CONSUMPTION,MOROCCO,MOROCCO,Palm oil equivalents,471377.44,620.913315789474
2017,COLOMBIA,MAICAO,DEL LLANO ALTO OLEICO S A S,DEL LLANO ALTO OLEICO S A S,OLENEX SARL,OLENEX SARL,MOROCCO,MOROCCO,Palm oil equivalents,9745433.82,15225.2898421053
2017,COLOMBIA,MAICAO,EXTRACTORA MARIA LA BAJA S A,EXTRACTORA MARIA LA BAJA S A,A AZEVEDO IND E COM DE OLEOS LTDA,A AZEVEDO IND E COM DE OLEOS LTDA,BOLIVIA,BOLIVIA,Palm oil equivalents,322461.64,420.287578947368
2018,COLOMBIA,MAICAO,EXTRACTORA MARIA LA BAJA S A,EXTRACTORA MARIA LA BAJA S A,GENERAL EXPORT OPERATIONS INC,GENERAL EXPORT OPERATIONS INC,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,27412949.98,43326.8756947368
2018,COLOMBIA,MAICAO,EXTRACTORA MARIA LA BAJA S A,EXTRACTORA MARIA LA BAJA S A,GREEN OIL GROUP INC,GREEN OIL GROUP INC,VENEZUELA,VENEZUELA,Palm oil equivalents,281132.42,294.431578947368
2018,COLOMBIA,MAICAO,FCA DE GRASAS Y PRODS QUIMICOS LTD GRASCO LTD,FCA DE GRASAS Y PRODS QUIMICOS LTD GRASCO LTD,NATHAN FOODS CORP,NATHAN FOODS CORP,PANAMA,PANAMA,Palm oil equivalents,948731.77,1218.24835789474
2017,COLOMBIA,MAICAO,FLEISCHMANN FOODS S A,FLEISCHMANN FOODS S A,CEREAL DOCKS SPA,CEREAL DOCKS SPA,HAITI,HAITI,Palm oil equivalents,11526703.21,18454.1335263158
2017,COLOMBIA,MAICAO,FLEISCHMANN FOODS S A,FLEISCHMANN FOODS S A,IND ALES C A,IND ALES C A,HAITI,HAITI,Palm oil equivalents,1748331.1,2391.76752631579
2017,COLOMBIA,MAICAO,FLEISCHMANN FOODS S A,FLEISCHMANN FOODS S A,INVS SAYMAR GARCIA C A,DOMESTIC CONSUMPTION,HAITI,HAITI,Palm oil equivalents,961452,1011.31052631579
2017,COLOMBIA,MAICAO,FLEISCHMANN FOODS S A,FLEISCHMANN FOODS S A,SOC IND Y CIAL LA FRANCESA S A,SOC IND Y CIAL LA FRANCESA S A,BOLIVIA,BOLIVIA,Palm oil equivalents,94858.53,91.8583157894737
2017,COLOMBIA,MAICAO,FLEISCHMANN FOODS S A,FLEISCHMANN FOODS S A,VALEMIA INC,VALEMIA INC,HAITI,HAITI,Palm oil equivalents,195358.13,199.885473684211
2017,COLOMBIA,MAICAO,GEG MERCANTIL S A S,GEG MERCANTIL S A S,BENAVIDES TERMAL JOSE LUIS,BENAVIDES TERMAL JOSE LUIS,BOLIVIA,BOLIVIA,Palm oil equivalents,2097747.13,3129.55721052632
2017,COLOMBIA,MAICAO,GEG MERCANTIL S A S,GEG MERCANTIL S A S,LIPIDOS DE S ANTIGA S A,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,22146331.9,33257.258631579
2015,COLOMBIA,MAICAO,GRASAS Y ACEITES VEGETALES LTD,GRASAS Y ACEITES VEGETALES LTD,NATHAN FOODS CORP,NATHAN FOODS CORP,MEXICO,MEXICO,Palm oil equivalents,1214261.68,781.842526315789
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,CARGILL DE MEXICO S A DE C V,CARGILL,MEXICO,MEXICO,Palm oil equivalents,953790.22,1250.02515789474
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,DAABON EUROPA GMBH,DAABON EUROPA GMBH,BELGIUM,EUROPEAN UNION,Palm oil equivalents,915610.01,1341.70894736842
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,DAABON EUROPA GMBH,DAABON EUROPA GMBH,VENEZUELA,VENEZUELA,Palm oil equivalents,112651,126.952047368421
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,ESPALSA S A,ESPALSA S A,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Palm oil equivalents,2186200.3,1282.55361052632
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,ESPALSA S A,ESPALSA S A,GERMANY,EUROPEAN UNION,Palm oil equivalents,58214.4,70.1368421052632
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,INDUSTRIALIZADORA OLEOFINOS S A DE C V,INDUSTRIALIZADORA OLEOFINOS S A DE C V,MEXICO,MEXICO,Palm oil equivalents,3207537,4981.808
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,OBM PROD INC,OBM PROD INC,BRAZIL,BRAZIL,Palm oil equivalents,442081.92,278.932642105263
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,QUAKER CHEMICAL IND E CIO LTD,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Palm oil equivalents,544754.11,410.166831578947
2015,COLOMBIA,MAICAO,GRASAS Y DERIVADOS S A,GRASAS Y DERIVADOS S A,VECO ENTERPRISES GROUP LLC,VECO ENTERPRISES GROUP LLC,VENEZUELA,VENEZUELA,Palm oil equivalents,387152.04,184.503494736842
2017,COLOMBIA,MAICAO,NVL CARIBE TRADING CORP S A S,NVL CARIBE TRADING CORP S A S,AAK MEXICO SA DE CV,AAK MEXICO SA DE CV,HAITI,HAITI,Palm oil equivalents,1204883.41,2008.38652631579
2017,COLOMBIA,MAICAO,NVL CARIBE TRADING CORP S A S,NVL CARIBE TRADING CORP S A S,FB FOODS LLC C A,FB FOODS LLC C A,HAITI,HAITI,Palm oil equivalents,177424.74,178.031747368421
2017,COLOMBIA,MAICAO,NVL CARIBE TRADING CORP S A S,NVL CARIBE TRADING CORP S A S,LOUIS DREYFUS CO ESPANA S A,LOUIS DREYFUS CO ESPANA S A,HAITI,HAITI,Palm oil equivalents,974100,1700
2017,COLOMBIA,MAICAO,OLEOFLORES S A S,OLEOFLORES S A S,A AZEVEDO IND E COM DE OLEOS LTDA,A AZEVEDO IND E COM DE OLEOS LTDA,MOROCCO,MOROCCO,Palm oil equivalents,869988.76,1176.40396842105
2017,COLOMBIA,MAICAO,OLEOFLORES S A S,OLEOFLORES S A S,DOMINGO RIJO C X A,DOMINGO RIJO C X A,MOROCCO,MOROCCO,Palm oil equivalents,966106.62,1471.36784210526
2017,COLOMBIA,MAICAO,OLEOFLORES S A S,OLEOFLORES S A S,SUCESORES DE JOSE SALGADO S A I C,SUCESORES DE JOSE SALGADO S A I C,MOROCCO,MOROCCO,Palm oil equivalents,1347985.58,2246.43845263158
2017,COLOMBIA,MAICAO,OLEOFLORES S A S,OLEOFLORES S A S,UNIGRA S P A,DOMESTIC CONSUMPTION,MOROCCO,MOROCCO,Palm oil equivalents,2588167.5,4501.161
2017,COLOMBIA,MAICAO,QUIMERCO S A,QUIMERCO S A,ALFA TRADING LTD,DOMESTIC CONSUMPTION,HAITI,HAITI,Palm oil equivalents,1442414.12,2108.79263157895
2017,COLOMBIA,MAICAO,QUIMERCO S A,QUIMERCO S A,ALFA TRADING LTD,DOMESTIC CONSUMPTION,UKRAINE,UKRAINE,Palm oil equivalents,1925905.38,3130.57731578947
2017,COLOMBIA,MAICAO,QUIMERCO S A,QUIMERCO S A,GENERAL EXPORT OPERATIONS INC,GENERAL EXPORT OPERATIONS INC,ANTIGUA AND BARBUDA,ANTIGUA AND BARBUDA,Palm oil equivalents,2021467.67,3292.19236842105
2017,COLOMBIA,MAICAO,QUIMERCO S A,QUIMERCO S A,PALSGAARO IND DE MEXICO S DE R L DE C V,DOMESTIC CONSUMPTION,MOROCCO,MOROCCO,Palm oil equivalents,479,0.269263157894737
2017,COLOMBIA,MAICAO,QUIMERCO S A,QUIMERCO S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Palm oil equivalents,23516247.59,36809.3566842105
