YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,PALM_OIL_EQUIVALENT_TONNES
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,CARIBBEAN ECO SOAPS USUARIO INDL DE BIENES Y SERVS,BOLIVIA,BOLIVIA,Palm oil equivalents,3530173.09,5591.72705263158
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,CIAL DE PIENSOS Y CEREALES S A,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,7421554.59,11263.8171578947
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,DAABON EUROPA GMBH,DAABON EUROPA GMBH,BOLIVIA,BOLIVIA,Palm oil equivalents,8701874.3,12889.3884210526
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,ICOFORT   AGROINDUSTRIAL LTDA,ICOFORT   AGROINDUSTRIAL LTDA,BOLIVIA,BOLIVIA,Palm oil equivalents,5253046.68,8164.64694736842
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,JULES BROCHENIN S A,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,692408.6,929.538947368421
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,SAN DANIEL EXTRACTORA SAN DANIEL CIA LTD,DOMESTIC CONSUMPTION,BOLIVIA,BOLIVIA,Palm oil equivalents,49931.93,84.2473684210526
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,SEDOTEXT S L,SEDOTEXT S L,BOLIVIA,BOLIVIA,Palm oil equivalents,22255.8,22.4210526315789
2017,COLOMBIA,MAICAO,RIVERCOL S A,RIVERCOL S A,YERUVA S A,YERUVA S A,BOLIVIA,BOLIVIA,Palm oil equivalents,844239.15,1079.001
2016,COLOMBIA,MAICAO,SERVS INDUSTRIALES DEL NORTE S A S,SERVS INDUSTRIALES DEL NORTE S A S,C I FONCAR C A,C I FONCAR C A,PANAMA,PANAMA,Palm oil equivalents,117422.29,146.505263157895
2017,COLOMBIA,SANTA MARTA,C I ACEPALMA S A,C I ACEPALMA S A,ECUAQUIMICA C A,ECUAQUIMICA C A,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,1484018.62,2000.133
2017,COLOMBIA,SANTA MARTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL BV,CARGILL,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,754635.5,1019.888
2017,COLOMBIA,SANTA MARTA,C I BIOCOSTA S A,C I BIOCOSTA S A,CARGILL DE MEXICO S A DE C V,CARGILL,MEXICO,MEXICO,Palm oil equivalents,1862546,2475.539
2017,COLOMBIA,SANTA MARTA,C I BIOCOSTA S A,C I BIOCOSTA S A,INDUSTRIALIZADORA OLEOFINOS S A DE C V,INDUSTRIALIZADORA OLEOFINOS S A DE C V,MEXICO,MEXICO,Palm oil equivalents,3076446.62,4086.481
2017,COLOMBIA,SANTA MARTA,C I BIOCOSTA S A,C I BIOCOSTA S A,INDUSTRIALIZADORA OLEOFINOS S A DE C V,INDUSTRIALIZADORA OLEOFINOS S A DE C V,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,133963.46,157.273684210526
2017,COLOMBIA,SANTA MARTA,C I BIOCOSTA S A,C I BIOCOSTA S A,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,8522192.19,11215.225
2016,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S A,COLOMBIA,COLOMBIA,Palm oil equivalents,268688.41,332.7
2016,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,CANADA,CANADA,Palm oil equivalents,25920,41.6842105263158
2014,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,GERMANY,EUROPEAN UNION,Palm oil equivalents,58608,47.1157894736842
2013,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,JAPAN,JAPAN,Palm oil equivalents,24865,13.2631578947368
2015,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,JAPAN,JAPAN,Palm oil equivalents,23543.8,12.3688421052632
2015,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,62926,86.2
2016,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,90349.4,128.36
2014,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,UNITED STATES,UNITED STATES,Palm oil equivalents,22743,18
2016,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,DAABON INTL INC,DAABON INTL INC,UNITED STATES,UNITED STATES,Palm oil equivalents,27720,37.8947368421053
2017,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,AUSTRALIA,AUSTRALIA,Palm oil equivalents,16920,18.9473684210526
2017,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,BELGIUM,EUROPEAN UNION,Palm oil equivalents,39898.45,47.1526315789474
2018,COLOMBIA,SANTA MARTA,C I TEQUENDAMA S A S,C I TEQUENDAMA S A S,GLOBAL ORGANICS,GLOBAL ORGANICS,GERMANY,EUROPEAN UNION,Palm oil equivalents,37231.2,43.9578947368421
2017,COLOMBIA,SANTA MARTA,GRASAS Y ACEITES VEGETALES LTD,GRASAS Y ACEITES VEGETALES LTD,RAZZO LTD,RAZZO LTD,BRAZIL,BRAZIL,Palm oil equivalents,247592.07,271.8
2016,COLOMBIA,SANTA MARTA,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,WATTS S A,WATTS S A,CHILE,CHILE,Palm oil equivalents,90303.01,135.189473684211
2017,COLOMBIA,SANTA MARTA,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,WATTS S A,WATTS S A,CHILE,CHILE,Palm oil equivalents,58639.09,68.021052631579
2017,COLOMBIA,SANTA MARTA,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,WATTS S A,WATTS S A,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,527406.41,684.158631578947
2017,COLOMBIA,SANTA MARTA,INDUTRADE COLOMBIA S A S,INDUTRADE COLOMBIA S A S,WATTS S A,WATTS S A,UNITED STATES,UNITED STATES,Palm oil equivalents,75439.8,77.4842105263158
2017,COLOMBIA,SANTA MARTA,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS COL S A Y PODRA UTILIZAR LAS SIGLAS ACEGRASAS S A,TEAM FOODS CHILE S A,TEAM FOODS CHILE S A,NETHERLANDS,EUROPEAN UNION,Palm oil equivalents,211254.57,285.863157894737
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,AAK MEXICO SA DE CV,AAK MEXICO SA DE CV,HONDURAS,HONDURAS,Palm oil equivalents,2178120.41,3280.13231578947
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,AVEX SA,AVEX SA,ARGENTINA,ARGENTINA,Palm oil equivalents,202863.38,243.273684210526
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,CAMILO FERRON CHILE S A,CAMILO FERRON CHILE S A,ARGENTINA,ARGENTINA,Palm oil equivalents,1739664.7,2472.22368421053
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,CAMILO FERRON CHILE S A,CAMILO FERRON CHILE S A,HONDURAS,HONDURAS,Palm oil equivalents,2419218.16,3388.60684210526
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,CARGILL AMERICAS INC,CARGILL,ISRAEL,ISRAEL,Palm oil equivalents,9991072.5,14909.6628947368
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,CARGILL BV,CARGILL,HONDURAS,HONDURAS,Palm oil equivalents,8683445.67,13518.5292105263
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,REFINERIAS DE GRASAS SUDAMERICANA S A,REFINERIAS DE GRASAS SUDAMERICANA S A,ARGENTINA,ARGENTINA,Palm oil equivalents,3172645.53,4587.60321052632
2018,COLOMBIA,TUMACO,CARGILL DE COLOMBIA LTDA,CARGILL,WILMAR EUROPE TRADING B V,WILMAR EUROPE TRADING B V,ARGENTINA,ARGENTINA,Palm oil equivalents,443266.55,591.016842105263
2014,COLOMBIA,TUMACO,C I ACEPALMA S A,C I ACEPALMA S A,ECUAQUIMICA C A,ECUAQUIMICA C A,ARGENTINA,ARGENTINA,Palm oil equivalents,2118617.97,1623.77903157895
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,ADM AMERICAS S DE R L,ADM,FRANCE,EUROPEAN UNION,Palm oil equivalents,514525.38,518.397263157895
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,CARGILL DE MEXICO S A DE C V,CARGILL,ARUBA,ARUBA,Palm oil equivalents,3391497.31,4178.02578947368
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,CARGILL DE MEXICO S A DE C V,CARGILL,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,408398.94,527.476842105263
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,DAABON EUROPA GMBH,DAABON EUROPA GMBH,FRANCE,EUROPEAN UNION,Palm oil equivalents,3537526.54,3988.9421368421
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,FRANCE,EUROPEAN UNION,Palm oil equivalents,6541300.01,7934.41882105263
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,6423571.11,7311.47557894737
2013,COLOMBIA,TUMACO,C I ADM COLOMBIA LTDA,C I ADM COLOMBIA LTDA,THIN OIL PRODS LLC,DOMESTIC CONSUMPTION,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,1945113.98,1904.20210526316
2016,COLOMBIA,TUMACO,C I ALIANZA COL S A S,C I ALIANZA COL S A S,IMP TRADING INC,DOMESTIC CONSUMPTION,VIRGIN ISLANDS (UK),VIRGIN ISLANDS (UK),Palm oil equivalents,83448,75.2684210526316
2016,COLOMBIA,TUMACO,C I MACROEXPORT GUTIERREZ Y RAMIREZ S A S,C I MACROEXPORT GUTIERREZ Y RAMIREZ S A S,SAO BUSINESS INTL S A,SAO BUSINESS INTL S A,VIRGIN ISLANDS (UK),VIRGIN ISLANDS (UK),Palm oil equivalents,8248352.42,14354.1381578947
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,CAMILO FERRON CHILE S A,CAMILO FERRON CHILE S A,PERU,PERU,Palm oil equivalents,598737.34,781.238421052631
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,CARGILL BV,CARGILL,PERU,PERU,Palm oil equivalents,5807132.82,8424.96626315789
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,CARGILL GRAIN AND OILSEEDS SUPPLY CHAIN,CARGILL,PERU,PERU,Palm oil equivalents,2401007.13,3639.07578947368
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,CIA NAL DE CHOCOLATES DE COSTA RICA S A,CIA NAL DE CHOCOLATES DE COSTA RICA S A,COSTA RICA,COSTA RICA,Palm oil equivalents,114426.48,201.961052631579
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,ECUAQUIMICA C A,ECUAQUIMICA C A,COSTA RICA,COSTA RICA,Palm oil equivalents,3795095.5,6000.151
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,GLOBAL ORGANICS,GLOBAL ORGANICS,PERU,PERU,Palm oil equivalents,43841.1,43.7894736842105
2016,COLOMBIA,TUMACO,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,C I SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA S A,INKA CROPS S A,INKA CROPS S A,PERU,PERU,Palm oil equivalents,13017060.53,21286.7243157895
2018,COLOMBIA,TUMACO,EXTRACTORA MARIA LA BAJA S A,EXTRACTORA MARIA LA BAJA S A,VALEMIA INC,VALEMIA INC,HONDURAS,HONDURAS,Palm oil equivalents,176159.8,220.886315789474
2017,COLOMBIA,TUMACO,HADA S A,HADA S A,CIA ARGENTINA DE LEVADURAS S A,CIA ARGENTINA DE LEVADURAS S A,ARGENTINA,ARGENTINA,Palm oil equivalents,3293565.4,5192.26368421053
2017,COLOMBIA,TUMACO,HADA S A,HADA S A,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,CURACAO,CURACAO,Palm oil equivalents,80.33,0.0536842105263158
2017,COLOMBIA,TUMACO,HADA S A,HADA S A,HADA S A,HADA S A,CURACAO,CURACAO,Palm oil equivalents,631.8,0.189473684210526
2016,COLOMBIA,TUMACO,HADA S A,HADA S A,HADA S A,HADA S A,VIRGIN ISLANDS (UK),VIRGIN ISLANDS (UK),Palm oil equivalents,6900397.61,10784.9164210526
2016,COLOMBIA,TUMACO,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,CARGILL DE MEXICO S A DE C V,CARGILL,GUYANA,GUYANA,Palm oil equivalents,12916695.32,22005.6154736842
2016,COLOMBIA,TUMACO,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,GUYANA,GUYANA,Palm oil equivalents,187986.1,257.487894736842
2016,COLOMBIA,TUMACO,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUTRADE SOC DE COMERCIALIZACION INTL S A S,INDUSTRIALIZADORA OLEOFINOS S A DE C V,INDUSTRIALIZADORA OLEOFINOS S A DE C V,MEXICO,MEXICO,Palm oil equivalents,777053.94,1528.328
2013,COLOMBIA,TUMACO,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,CARIBBEAN BAKERY SUPPLIES NV,CARIBBEAN BAKERY SUPPLIES NV,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,2608937.98,3162.43231578947
2013,COLOMBIA,TUMACO,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,FRANCES INTL TRADING S A R L,DOMESTIC CONSUMPTION,FRANCE,EUROPEAN UNION,Palm oil equivalents,3076673.03,3273.20947368421
2013,COLOMBIA,TUMACO,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,M DIAS BRANCO S A E CIO DE ALIMENTOS,M DIAS BRANCO S A E CIO DE ALIMENTOS,HAITI,HAITI,Palm oil equivalents,1683268.98,1612.91889473684
2013,COLOMBIA,TUMACO,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,PASTERNAK BAUM AND CO INC,PASTERNAK BAUM AND CO INC,FRANCE,EUROPEAN UNION,Palm oil equivalents,8648269.38,9480.57102105263
2013,COLOMBIA,TUMACO,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,SCI Y DE FABRICA DE ACEITES Y MARGARI DEL MAGDALENA S A,RAZZO LTD,RAZZO LTD,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Palm oil equivalents,264104.45,181.837894736842
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,CARGILL AMERICAS INC,CARGILL,CURACAO,CURACAO,Palm oil equivalents,778207.52,1029.35052631579
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,CARGILL BV,CARGILL,ISRAEL,ISRAEL,Palm oil equivalents,8067365.99,10665.2607894737
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,CARGILL BV,CARGILL,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,4893718.35,7366.13478947368
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,DAABON INTL INC,DAABON INTL INC,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,3373854.25,4709.15015789474
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,DAABON ORGANIC USA INC,DAABON ORGANIC USA INC,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,458955.01,599.638421052632
2018,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,GUYANA,GUYANA,Palm oil equivalents,135905.84,168.369473684211
2018,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,ISRAEL,ISRAEL,Palm oil equivalents,46080,54.9
2018,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,GUYANA STOCKEEDS INC,GUYANA STOCKEEDS INC,JAPAN,JAPAN,Palm oil equivalents,18144,9.09473684210526
2018,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,HERMANOS VILA SA,HERMANOS VILA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,1240965.28,2066.072
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,IOI LODERS CROKLAAN,IOI LODERS CROKLAAN,CURACAO,CURACAO,Palm oil equivalents,8723712.9,12585.2451578947
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,KEMIN DO BRASIL LTD,DOMESTIC CONSUMPTION,ISRAEL,ISRAEL,Palm oil equivalents,26188.64,32.3789473684211
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LA FABRIL S A,LA FABRIL S A,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,758834.47,718.462884210526
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LA FABRIL S A,LA FABRIL S A,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,3002050.24,3200.18812631579
2016,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LA FABRIL S A,LA FABRIL S A,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,1295443.59,2174.97889473684
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LEVAPAN DO BRASIL,LEVAPAN DO BRASIL,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,234705.5,266.016315789474
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,ISRAEL,ISRAEL,Palm oil equivalents,2625747.71,3504.33663157895
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,2288864,3253.69052631579
2016,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,8616713.69,15572.9251578947
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,4690859.04,6453.5947368421
2018,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,SPAIN,EUROPEAN UNION,Palm oil equivalents,2443455.12,4068.086
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,1894637.82,2155.56473684211
2016,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,LIPIDOS DE SANTIGA SA,LIPIDOS DE SANTIGA SA,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,511841.86,844.376842105263
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,M DIAS BRANCO S A E CIO DE ALIMENTOS,M DIAS BRANCO S A E CIO DE ALIMENTOS,FRANCE,EUROPEAN UNION,Palm oil equivalents,36618408.94,52127.1924736842
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,M DIAS BRANCO S A E CIO DE ALIMENTOS,M DIAS BRANCO S A E CIO DE ALIMENTOS,SOUTH KOREA,SOUTH KOREA,Palm oil equivalents,15760141.88,21269.3249473684
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,OBM PROD INC,OBM PROD INC,CURACAO,CURACAO,Palm oil equivalents,2386822.79,3383.14342105263
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,OBM PROD INC,OBM PROD INC,PUERTO RICO,PUERTO RICO,Palm oil equivalents,25071,24.1684210526316
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,PROTEINAS Y OLEICOS S A DE C V,PROTEINAS Y OLEICOS S A DE C V,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,1004492.27,1544.90068421053
2017,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,SUMITECH S P A,SUMITECH S P A,ISRAEL,ISRAEL,Palm oil equivalents,425737.81,567.841578947368
2015,COLOMBIA,TUMACO,SOC DE COMERCIALIZACION INTL MIRA LTD,SOC DE COMERCIALIZACION INTL MIRA LTD,TEAM FOODS MEXICO S A DE C V,DOMESTIC CONSUMPTION,UNITED KINGDOM,EUROPEAN UNION,Palm oil equivalents,4071492.52,5278.0922
