YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SHRIMP_EQUIVALENT_TONNES
2017,PERU,IQUITOS,ACUARIO JAPAN DRAGON CLUB EMPRESA INDIVI,ACUARIO JAPAN DRAGON CLUB EMPRESA INDIVI,JAPAN,JAPAN,Shrimp equivalents,0.2,0.005
2018,PERU,IQUITOS,ACUARIO MILAGRITOS E I R L,ACUARIO MILAGRITOS E I R L,JAPAN,JAPAN,Shrimp equivalents,57,0.01203
2017,PERU,IQUITOS,AMAZON TROPICALS AQUARIUM EIRL,AMAZON TROPICALS AQUARIUM EIRL,CANADA,CANADA,Shrimp equivalents,10,0.005
2018,PERU,IQUITOS,AMAZON TROPICALS AQUARIUM EIRL,AMAZON TROPICALS AQUARIUM EIRL,CHILE,CHILE,Shrimp equivalents,64,0.01
2017,PERU,IQUITOS,AMAZON TROPICALS AQUARIUM EIRL,AMAZON TROPICALS AQUARIUM EIRL,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,67.5,0.01
2017,PERU,IQUITOS,AMAZON TROPICALS AQUARIUM EIRL,AMAZON TROPICALS AQUARIUM EIRL,UNITED STATES,UNITED STATES,Shrimp equivalents,26,0.015
2018,PERU,IQUITOS,AMAZON TROPICALS AQUARIUM EIRL,AMAZON TROPICALS AQUARIUM EIRL,UNITED STATES,UNITED STATES,Shrimp equivalents,152,0.031
2018,PERU,IQUITOS,BIO INDUSTRIAL AMAZONAS S.A.C.,BIO INDUSTRIAL AMAZONAS S.A.C.,UKRAINE,UKRAINE,Shrimp equivalents,50,0.005
2018,PERU,IQUITOS,FISH LIVE PERU ATA AQUARIUM S R L,FISH LIVE PERU ATA AQUARIUM S R L,CHILE,CHILE,Shrimp equivalents,80,0.02
2017,PERU,IQUITOS,FISH LIVE PERU ATA AQUARIUM S R L,FISH LIVE PERU ATA AQUARIUM S R L,UNITED STATES,UNITED STATES,Shrimp equivalents,70,0.015
2018,PERU,IQUITOS,FISH LIVE PERU ATA AQUARIUM S R L,FISH LIVE PERU ATA AQUARIUM S R L,UNITED STATES,UNITED STATES,Shrimp equivalents,200,0.04769
2017,PERU,IQUITOS,J R TROPICAL FISH AMAZON PERU EMPRESA I,J R TROPICAL FISH AMAZON PERU EMPRESA I,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,15,0.005
2018,PERU,IQUITOS,J R TROPICAL FISH AMAZON PERU EMPRESA I,J R TROPICAL FISH AMAZON PERU EMPRESA I,UNITED STATES,UNITED STATES,Shrimp equivalents,40,0.005
2017,PERU,IQUITOS,RIO MOMON E.I.R.L.,RIO MOMON E.I.R.L.,GERMANY,EUROPEAN UNION,Shrimp equivalents,150,0.01
2018,PERU,IQUITOS,RIO MOMON E.I.R.L.,RIO MOMON E.I.R.L.,GERMANY,EUROPEAN UNION,Shrimp equivalents,1100,0.04
2017,PERU,IQUITOS,RIVER LAND PERU S A C,RIVER LAND PERU S A C,CANADA,CANADA,Shrimp equivalents,80,0.01
2018,PERU,IQUITOS,RIVER LAND PERU S A C,RIVER LAND PERU S A C,GERMANY,EUROPEAN UNION,Shrimp equivalents,200,0.005
2017,PERU,IQUITOS,RIVER LAND PERU S A C,RIVER LAND PERU S A C,JAPAN,JAPAN,Shrimp equivalents,64,0.01
2018,PERU,IQUITOS,RIVER LAND PERU S A C,RIVER LAND PERU S A C,POLAND,EUROPEAN UNION,Shrimp equivalents,120,0.006
2014,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,FRANCE,EUROPEAN UNION,Shrimp equivalents,380600.62,51.6565
2015,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,FRANCE,EUROPEAN UNION,Shrimp equivalents,424992.4,66.3
2016,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,FRANCE,EUROPEAN UNION,Shrimp equivalents,720741.18,106.092
2017,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,FRANCE,EUROPEAN UNION,Shrimp equivalents,259221.62,42.28
2018,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,FRANCE,EUROPEAN UNION,Shrimp equivalents,314297.9,51.871
2017,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,185326.86,27.991
2013,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,416666.52,55.896
2014,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,612972.6,71.148
2015,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,416250.01,57.912
2016,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,132955.2,19.596
2017,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,209040,30.972
2013,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,738521.07,108.1
2014,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,474292.58,54.898
2015,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,517600.29,76.906
2016,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,499973.25,73.695
2017,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,376666.39,58.873
2018,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,SPAIN,EUROPEAN UNION,Shrimp equivalents,438246.6,57.555
2018,PERU,PAITA,ACUACULTURA TECNICA INTEGRADA DEL PERU S,ACUACULTURA TECNICA INTEGRADA DEL PERU S,UKRAINE,UKRAINE,Shrimp equivalents,79967,10.523
2013,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,THAILAND,THAILAND,Shrimp equivalents,274700,29.48351
2013,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,4718720.59,514.52321
2014,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,5109682.59,542.05685
2015,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,3638382.9,466.11457
2016,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,3363204.6,398.02059
2017,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,3934797.82,456.22747
2018,PERU,PAITA,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C,UNITED STATES,UNITED STATES,Shrimp equivalents,2905266.5,407.21516
2018,PERU,PAITA,ALTAMAR FOODS PERU S A C,ALTAMAR FOODS PERU S A C,ITALY,EUROPEAN UNION,Shrimp equivalents,102061,11
2014,PERU,PAITA,ALTAMAR FOODS PERU S A C,ALTAMAR FOODS PERU S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,22741.8,2.41674
2018,PERU,PAITA,ALTAMAR FOODS PERU S A C,ALTAMAR FOODS PERU S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,789558.77,82.73299
2015,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,335016.03,62.078
2016,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,998132.56,157.708
2017,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,930013.3,149.89
2018,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,912779.7,160.938
2013,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,211304.5,19.165
2014,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,481152.3,56.098
2015,PERU,PAITA,AQUATROPICAL S A C,AQUATROPICAL S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,467292.04,67.4575
2016,PERU,PAITA,ARMADORES Y CONGELADORES DEL PACIFICO SA,ARMADORES Y CONGELADORES DEL PACIFICO SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,1.5,0.0015
2016,PERU,PAITA,ARMADORES Y CONGELADORES DEL PACIFICO SA,ARMADORES Y CONGELADORES DEL PACIFICO SA,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,256212.12,42.7441
2015,PERU,PAITA,ARMADORES Y CONGELADORES DEL PACIFICO SA,ARMADORES Y CONGELADORES DEL PACIFICO SA,UNITED STATES,UNITED STATES,Shrimp equivalents,94210,16.55612
2016,PERU,PAITA,ARMADORES Y CONGELADORES DEL PACIFICO SA,ARMADORES Y CONGELADORES DEL PACIFICO SA,UNITED STATES,UNITED STATES,Shrimp equivalents,101614,18.14369
2017,PERU,PAITA,CCORAL S A,CCORAL S A,FRANCE,EUROPEAN UNION,Shrimp equivalents,136213.4,22.2
2017,PERU,PAITA,CCORAL S A,CCORAL S A,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,155198.13,23.783
2018,PERU,PAITA,CCORAL S A,CCORAL S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,111258,15.351
2017,PERU,PAITA,CCORAL S A,CCORAL S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,44160,6.9
2018,PERU,PAITA,CCORAL S A,CCORAL S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,379686,54.072
2013,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,2720779.47,386.947
2014,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,3747149.06,473.676
2015,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,3018564.75,473
2016,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,2618266.44,394.07
2017,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,3238631.37,484.221
2018,PERU,PAITA,CCORAL S A,CCORAL S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,1684375.18,265.808
2017,PERU,PAITA,CCORAL S A,CCORAL S A,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,160006.17,20.921
2013,PERU,PAITA,CCORAL S A,CCORAL S A,UNITED STATES,UNITED STATES,Shrimp equivalents,148838,18.61543
2014,PERU,PAITA,CCORAL S A,CCORAL S A,UNITED STATES,UNITED STATES,Shrimp equivalents,209901,19.504
2014,PERU,PAITA,CHILES ANDINOS S A C,CHILES ANDINOS S A C,MEXICO,MEXICO,Shrimp equivalents,427197.5,44.24
2016,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,PANAMA,PANAMA,Shrimp equivalents,128668,15.13638
2015,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,SPAIN,EUROPEAN UNION,Shrimp equivalents,1393964.8,184.4668
2016,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,SPAIN,EUROPEAN UNION,Shrimp equivalents,1081569.32,132.204
2017,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,SPAIN,EUROPEAN UNION,Shrimp equivalents,2284179.29,296.669
2018,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,SPAIN,EUROPEAN UNION,Shrimp equivalents,1057528.3,164.768
2016,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,THAILAND,THAILAND,Shrimp equivalents,213435.19,39.975
2015,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,UNITED STATES,UNITED STATES,Shrimp equivalents,3220360.1,261.07869
2016,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,UNITED STATES,UNITED STATES,Shrimp equivalents,3353583.2,245.03545
2017,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,UNITED STATES,UNITED STATES,Shrimp equivalents,3631515.54,290.06672
2018,PERU,PAITA,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,CMAR SOCIEDAD ANONIMA CERRADA CMAR S,UNITED STATES,UNITED STATES,Shrimp equivalents,2718062,287.08319
2013,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,ITALY,EUROPEAN UNION,Shrimp equivalents,48645.7,4.918
2013,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,185427.05,23.1716
2014,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,992010.72,111.1968
2013,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,4384314.61,419.65913
2014,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,6167754.81,504.05785
2015,PERU,PAITA,CONGELADOS PACIFICO SAC,CONGELADOS PACIFICO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,79916.82,12.66657
2016,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,317682.32,39.27
2017,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,143672.41,17.68
2013,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,UNITED STATES,UNITED STATES,Shrimp equivalents,953961,100.7236
2014,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,UNITED STATES,UNITED STATES,Shrimp equivalents,1185732.51,127.92
2015,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,UNITED STATES,UNITED STATES,Shrimp equivalents,700190.75,99.22786
2016,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,UNITED STATES,UNITED STATES,Shrimp equivalents,169173.2,19.83106
2017,PERU,PAITA,CONGELADOS Y EXPORTACION S A,CONGELADOS Y EXPORTACION S A,UNITED STATES,UNITED STATES,Shrimp equivalents,151979.6,17.50867
2013,PERU,PAITA,CONGELADOS Y FRESCOS S A C,CONGELADOS Y FRESCOS S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,243750.62,17.81818
2016,PERU,PAITA,CORMUMAR CULTIVOS MARINOS E I R L,CORMUMAR CULTIVOS MARINOS E I R L,SPAIN,EUROPEAN UNION,Shrimp equivalents,174701.35,21.335
2017,PERU,PAITA,CORMUMAR CULTIVOS MARINOS E I R L,CORMUMAR CULTIVOS MARINOS E I R L,SPAIN,EUROPEAN UNION,Shrimp equivalents,766414.08,100.361
2018,PERU,PAITA,CORMUMAR CULTIVOS MARINOS E I R L,CORMUMAR CULTIVOS MARINOS E I R L,SPAIN,EUROPEAN UNION,Shrimp equivalents,920589,134.266
2016,PERU,PAITA,CORMUMAR CULTIVOS MARINOS E I R L,CORMUMAR CULTIVOS MARINOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,193894.6,25.291
2017,PERU,PAITA,CORMUMAR CULTIVOS MARINOS E I R L,CORMUMAR CULTIVOS MARINOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,74899.6,12.12019
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,CANADA,CANADA,Shrimp equivalents,80535.71,5.95
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,CHILE,CHILE,Shrimp equivalents,310532.7,39.979
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,CHILE,CHILE,Shrimp equivalents,239421.4,28.8635
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,CHILE,CHILE,Shrimp equivalents,2502.65,0.296
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,COLOMBIA,COLOMBIA,Shrimp equivalents,42082.5,7.65136
2013,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,2856668.62,310.664
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,6339466.1,679.712
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,10897226.92,1609.252
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,956094.99,107.334
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,136866.71,18.23
2018,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,FRANCE,EUROPEAN UNION,Shrimp equivalents,11886.81,17.55
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,GUATEMALA,GUATEMALA,Shrimp equivalents,61376.5,9.60455
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,GUATEMALA,GUATEMALA,Shrimp equivalents,1574.5,0.28182
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,ITALY,EUROPEAN UNION,Shrimp equivalents,309139.46,33.7575
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,ITALY,EUROPEAN UNION,Shrimp equivalents,589813.47,79.7565
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,ITALY,EUROPEAN UNION,Shrimp equivalents,497915.85,70.0925
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,ITALY,EUROPEAN UNION,Shrimp equivalents,2745.5,0.3225
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,JAMAICA,JAMAICA,Shrimp equivalents,173573,23.02272
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,JAMAICA,JAMAICA,Shrimp equivalents,61058.2,7.78635
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,JAPAN,JAPAN,Shrimp equivalents,123332,18.36
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,JAPAN,JAPAN,Shrimp equivalents,53283.2,6.86236
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,PANAMA,PANAMA,Shrimp equivalents,214498.6,15.94955
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,PANAMA,PANAMA,Shrimp equivalents,18442,2.18182
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,PANAMA,PANAMA,Shrimp equivalents,69552.18,6.46545
2013,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,3918666.57,516.324
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,1484489.58,186.1945
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,36196.75,7.263
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,37835.29,6.84
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,12939.13,1.34
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,707377.31,65.316
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,819763,89.7
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,35512,4.188
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,3564,0.384
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,1289408.57,167.94
2013,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,4336683.32,481.13
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,3855760.68,426.918
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,6241777.05,899.3242
