YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SHRIMP_EQUIVALENT_TONNES
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,678020.27,82.6095
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,50355.95,5.335
2013,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,UNITED STATES,UNITED STATES,Shrimp equivalents,1330022.37,117.37729
2014,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,UNITED STATES,UNITED STATES,Shrimp equivalents,2711415.79,272.47727
2015,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,UNITED STATES,UNITED STATES,Shrimp equivalents,10946027.82,1384.70094
2016,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,UNITED STATES,UNITED STATES,Shrimp equivalents,1626585.87,216.70221
2017,PERU,PAITA,CORPORACION REFRIGERADOS INY SA,CORPORACION REFRIGERADOS INY SA,UNITED STATES,UNITED STATES,Shrimp equivalents,145595.95,17.78181
2013,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,FRANCE,EUROPEAN UNION,Shrimp equivalents,133452,22
2014,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,FRANCE,EUROPEAN UNION,Shrimp equivalents,94618,12.16
2017,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,FRANCE,EUROPEAN UNION,Shrimp equivalents,148410,19.92
2013,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,762818.8,117.22
2014,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1717736.95,235.593
2015,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1669870.9,260.219
2016,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1656290.05,237.364
2017,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,376321.4,50.652
2018,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,998247.3,150.604
2013,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,228116.5,27.3743
2014,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,592965.5,64.46906
2015,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,208250,27.01642
2018,PERU,PAITA,CRIADERO LOS PACAES S.A.,CRIADERO LOS PACAES S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,115002,15.9664
2013,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,FRANCE,EUROPEAN UNION,Shrimp equivalents,332508.8,54.328
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,FRANCE,EUROPEAN UNION,Shrimp equivalents,487205,71.822
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,FRANCE,EUROPEAN UNION,Shrimp equivalents,530319.1,87.672
2016,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,FRANCE,EUROPEAN UNION,Shrimp equivalents,426722,70.26
2017,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,FRANCE,EUROPEAN UNION,Shrimp equivalents,300212,46.1
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,ITALY,EUROPEAN UNION,Shrimp equivalents,14576.25,2.2425
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,ITALY,EUROPEAN UNION,Shrimp equivalents,6113.84,0.81
2016,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,ITALY,EUROPEAN UNION,Shrimp equivalents,14668.06,2.025
2018,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,393508,45.073
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,PANAMA,PANAMA,Shrimp equivalents,60524.5,8.45955
2013,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,612336.8,96.078
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,87398.01,8.6805
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,13409.28,1.536
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SAUDI ARABIA,SAUDI ARABIA,Shrimp equivalents,23209,2.736
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,538244.41,72.828
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,502305.6,79.584
2016,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,215733.6,35.832
2017,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,623967.99,95.256
2018,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,660336,109.32
2013,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,790083.38,104.915
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1246413.44,152.462
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,771916.58,117.276
2016,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,413631.87,58.471
2017,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1179363.21,173.152
2018,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1553051.9,251.397
2013,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,UNITED STATES,UNITED STATES,Shrimp equivalents,76225,13.19091
2014,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,UNITED STATES,UNITED STATES,Shrimp equivalents,524087.3,56.44998
2015,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,UNITED STATES,UNITED STATES,Shrimp equivalents,233731.37,29.54363
2016,PERU,PAITA,CRIADOR EL GUAMITO S.A.C.,CRIADOR EL GUAMITO S.A.C.,UNITED STATES,UNITED STATES,Shrimp equivalents,17755.3,2.27546
2014,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,FRANCE,EUROPEAN UNION,Shrimp equivalents,79790,9.42
2013,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,233761.4,41.038
2014,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,508428,72.56
2015,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,774678.7,123.404
2016,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,716758.65,103.162
2017,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,460066.2,65.129
2018,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,670279.2,98.969
2013,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,76222,9.91099
2014,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,311457,31.64729
2015,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,155431.5,20.10355
2018,PERU,PAITA,CULTIVO COMERCIAL DEL LANGOSTINO SAC,CULTIVO COMERCIAL DEL LANGOSTINO SAC,UNITED STATES,UNITED STATES,Shrimp equivalents,13636,1.74179
2015,PERU,PAITA,DEXIM SRL,DEXIM SRL,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,408121.1,68.33444
2016,PERU,PAITA,DEXIM SRL,DEXIM SRL,SPAIN,EUROPEAN UNION,Shrimp equivalents,3.68,0.00453
2015,PERU,PAITA,DEXIM SRL,DEXIM SRL,UNITED STATES,UNITED STATES,Shrimp equivalents,269724,36.37844
2016,PERU,PAITA,DEXIM SRL,DEXIM SRL,UNITED STATES,UNITED STATES,Shrimp equivalents,34610,5.48856
2016,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,FRANCE,EUROPEAN UNION,Shrimp equivalents,224636.4,33.28
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,GERMANY,EUROPEAN UNION,Shrimp equivalents,95920.7,17.25
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,NORTH KOREA,NORTH KOREA,Shrimp equivalents,426421.2,93.308
2016,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,125126.4,21.264
2017,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,1470142.71,189.87647
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,4567913,637.116
2014,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Shrimp equivalents,157178.27,17.034
2015,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Shrimp equivalents,624721.58,91.67
2016,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Shrimp equivalents,590139.46,77.259
2017,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Shrimp equivalents,419147.99,48.22867
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,SPAIN,EUROPEAN UNION,Shrimp equivalents,516012.8,76.2304
2013,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,14283661.52,1343.08451
2014,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,28035035.54,2411.60279
2015,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,23249622.2,2781.72709
2016,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,9395642.15,1182.55502
2017,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,16706341.08,1825.07986
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,13317148.58,1737.06928
2017,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,VIETNAM,VIETNAM,Shrimp equivalents,93623.5,16.275
2018,PERU,PAITA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,VIETNAM,VIETNAM,Shrimp equivalents,855315,140.2956
2017,PERU,PAITA,ECOCULTIVOS AGROACUICOLAS DEL NORTE SAC,ECOCULTIVOS AGROACUICOLAS DEL NORTE SAC,SPAIN,EUROPEAN UNION,Shrimp equivalents,19894.25,2.584
2017,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,SPAIN,EUROPEAN UNION,Shrimp equivalents,486609.95,59.788
2018,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,SPAIN,EUROPEAN UNION,Shrimp equivalents,453411.7,62.815
2013,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,UNITED STATES,UNITED STATES,Shrimp equivalents,1015525.5,114.37525
2014,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,UNITED STATES,UNITED STATES,Shrimp equivalents,854640.71,103.91833
2015,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,UNITED STATES,UNITED STATES,Shrimp equivalents,658440.4,99.06438
2016,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,UNITED STATES,UNITED STATES,Shrimp equivalents,686748.8,86.34247
2017,PERU,PAITA,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D,UNITED STATES,UNITED STATES,Shrimp equivalents,246455.6,31.31654
2013,PERU,PAITA,ERICK JOEL SALVADOR Y HERMANOS E I R L,ERICK JOEL SALVADOR Y HERMANOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,440085,17.9169
2014,PERU,PAITA,ERICK JOEL SALVADOR Y HERMANOS E I R L,ERICK JOEL SALVADOR Y HERMANOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,3575608.5,146.07983
2015,PERU,PAITA,ERICK JOEL SALVADOR Y HERMANOS E I R L,ERICK JOEL SALVADOR Y HERMANOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,3560724.6,151.25041
2016,PERU,PAITA,ERICK JOEL SALVADOR Y HERMANOS E I R L,ERICK JOEL SALVADOR Y HERMANOS E I R L,UNITED STATES,UNITED STATES,Shrimp equivalents,203847.5,9.07185
2013,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Shrimp equivalents,261645.45,44.26
2015,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Shrimp equivalents,422194.74,60.335
2016,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Shrimp equivalents,1702242.95,224.199
2017,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Shrimp equivalents,2484026.82,305.021
2018,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Shrimp equivalents,1306339.8,201.874
2013,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,2336064,258.07042
2014,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,3531242.05,372.59462
2015,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,1996940.09,285.02039
2016,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,982691.21,138.04925
2017,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,427761,56.60535
2018,PERU,PAITA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Shrimp equivalents,406314.2,62.998
2017,PERU,PAITA,EXPORTACIONES RZ S A C,EXPORTACIONES RZ S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,363478.64,45.782
2018,PERU,PAITA,EXPORTACIONES R&Z S A C,EXPORTACIONES R&Z S A C,SPAIN,EUROPEAN UNION,Shrimp equivalents,518602.9,73.644
2016,PERU,PAITA,EXPORTACIONES SALVADOR S A C,EXPORTACIONES SALVADOR S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,4567594.8,212.77118
2017,PERU,PAITA,EXPORTACIONES SALVADOR S A C,EXPORTACIONES SALVADOR S A C,UNITED STATES,UNITED STATES,Shrimp equivalents,755006.5,36.15167
2018,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,113760,18.528
2013,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,399745.74,54.227
2014,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,406738.19,45.246
2015,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,268010.43,49.602
2016,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,589783.95,94.881
2017,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,695738.44,105.924
2018,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,SPAIN,EUROPEAN UNION,Shrimp equivalents,537830,92.85
2013,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,UNITED STATES,UNITED STATES,Shrimp equivalents,258725,35.87918
2014,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,UNITED STATES,UNITED STATES,Shrimp equivalents,441720.4,54.92101
2015,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,UNITED STATES,UNITED STATES,Shrimp equivalents,230411.2,37.10588
2016,PERU,PAITA,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C,UNITED STATES,UNITED STATES,Shrimp equivalents,13151.6,2.21818
2015,PERU,PAITA,GAM CORP S.A.,GAM CORP S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Shrimp equivalents,106447,17.99854
2016,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,GREECE,EUROPEAN UNION,Shrimp equivalents,129047.2,22.38
2015,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,SPAIN,EUROPEAN UNION,Shrimp equivalents,292562.7,45.893
2016,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,SPAIN,EUROPEAN UNION,Shrimp equivalents,151715.66,19.72
2017,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,SPAIN,EUROPEAN UNION,Shrimp equivalents,454357.67,58.592
2013,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,UNITED STATES,UNITED STATES,Shrimp equivalents,4209691.02,427.88115
2014,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,UNITED STATES,UNITED STATES,Shrimp equivalents,5053206.71,543.39915
2015,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,UNITED STATES,UNITED STATES,Shrimp equivalents,3049854.62,400.43808
2016,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,UNITED STATES,UNITED STATES,Shrimp equivalents,1200744.81,138.9807
2017,PERU,PAITA,GARCIA BARRANTES HECTOR MANUEL,GARCIA BARRANTES HECTOR MANUEL,UNITED STATES,UNITED STATES,Shrimp equivalents,1187057.61,146.43776
2016,PERU,PAITA,GENERAL SERVICE WYDLUZ EIRL,GENERAL SERVICE WYDLUZ EIRL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Shrimp equivalents,5390.24,1.12
2013,PERU,PAITA,GRUPO SALVADOR SOCIEDAD ANONIMA CERRADA,GRUPO SALVADOR SOCIEDAD ANONIMA CERRADA,UNITED STATES,UNITED STATES,Shrimp equivalents,1609995,70.94182
